,Year Mnth Day Hr,prcp(mm/day)
10955,2009 12 29 12,0.0
10956,2009 12 30 12,3.59
10957,2009 12 31 12,38.3
10958,2010 01 01 12,3.0
10959,2010 01 02 12,0.0
10960,2010 01 03 12,0.0
10961,2010 01 04 12,0.0
10962,2010 01 05 12,0.0
10963,2010 01 06 12,0.0
10964,2010 01 07 12,0.0
10965,2010 01 08 12,8.28
10966,2010 01 09 12,0.0
10967,2010 01 10 12,0.0
10968,2010 01 11 12,0.0
10969,2010 01 12 12,0.0
10970,2010 01 13 12,0.0
10971,2010 01 14 12,0.0
10972,2010 01 15 12,0.0
10973,2010 01 16 12,6.2
10974,2010 01 17 12,10.74
10975,2010 01 18 12,0.0
10976,2010 01 19 12,0.0
10977,2010 01 20 12,0.0
10978,2010 01 21 12,28.78
10979,2010 01 22 12,0.0
10980,2010 01 23 12,0.0
10981,2010 01 24 12,9.33
10982,2010 01 25 12,0.0
10983,2010 01 26 12,0.0
10984,2010 01 27 12,0.0
10985,2010 01 28 12,0.0
10986,2010 01 29 12,0.0
10987,2010 01 30 12,19.46
10988,2010 01 31 12,0.0
10989,2010 02 01 12,0.0
10990,2010 02 02 12,0.0
10991,2010 02 03 12,0.0
10992,2010 02 04 12,26.51
10993,2010 02 05 12,57.82
10994,2010 02 06 12,0.0
10995,2010 02 07 12,0.0
10996,2010 02 08 12,0.0
10997,2010 02 09 12,26.98
10998,2010 02 10 12,0.0
10999,2010 02 11 12,0.0
11000,2010 02 12 12,21.33
11001,2010 02 13 12,0.51
11002,2010 02 14 12,0.0
11003,2010 02 15 12,9.26
11004,2010 02 16 12,0.0
11005,2010 02 17 12,0.0
11006,2010 02 18 12,0.0
11007,2010 02 19 12,0.0
11008,2010 02 20 12,0.0
11009,2010 02 21 12,9.26
11010,2010 02 22 12,22.26
11011,2010 02 23 12,0.0
11012,2010 02 24 12,4.01
11013,2010 02 25 12,0.0
11014,2010 02 26 12,0.0
11015,2010 02 27 12,14.03
11016,2010 02 28 12,0.0
11017,2010 03 01 12,0.0
11018,2010 03 02 12,42.32
11019,2010 03 03 12,0.0
11020,2010 03 04 12,0.0
11021,2010 03 05 12,0.0
11022,2010 03 06 12,0.0
11023,2010 03 07 12,0.0
11024,2010 03 08 12,0.0
11025,2010 03 09 12,0.9
11026,2010 03 10 12,5.31
11027,2010 03 11 12,7.54
11028,2010 03 12 12,0.0
11029,2010 03 13 12,0.0
11030,2010 03 14 12,0.0
11031,2010 03 15 12,0.0
11032,2010 03 16 12,0.0
11033,2010 03 17 12,0.41
11034,2010 03 18 12,0.0
11035,2010 03 19 12,0.0
11036,2010 03 20 12,0.0
11037,2010 03 21 12,7.7
11038,2010 03 22 12,0.0
11039,2010 03 23 12,0.0
11040,2010 03 24 12,0.0
11041,2010 03 25 12,0.0
11042,2010 03 26 12,9.65
11043,2010 03 27 12,0.0
11044,2010 03 28 12,0.0
11045,2010 03 29 12,0.0
11046,2010 03 30 12,0.0
11047,2010 03 31 12,0.0
11048,2010 04 01 12,0.0
11049,2010 04 02 12,0.0
11050,2010 04 03 12,0.59
11051,2010 04 04 12,6.39
11052,2010 04 05 12,0.0
11053,2010 04 06 12,0.0
11054,2010 04 07 12,0.0
11055,2010 04 08 12,10.98
11056,2010 04 09 12,0.0
11057,2010 04 10 12,0.0
11058,2010 04 11 12,0.0
11059,2010 04 12 12,0.0
11060,2010 04 13 12,0.0
11061,2010 04 14 12,0.0
11062,2010 04 15 12,0.0
11063,2010 04 16 12,0.0
11064,2010 04 17 12,0.0
11065,2010 04 18 12,0.0
11066,2010 04 19 12,16.8
11067,2010 04 20 12,0.0
11068,2010 04 21 12,0.0
11069,2010 04 22 12,0.0
11070,2010 04 23 12,0.0
11071,2010 04 24 12,9.41
11072,2010 04 25 12,1.86
11073,2010 04 26 12,0.0
11074,2010 04 27 12,7.12
11075,2010 04 28 12,0.0
11076,2010 04 29 12,0.0
11077,2010 04 30 12,0.0
11078,2010 05 01 12,0.03
11079,2010 05 02 12,10.93
11080,2010 05 03 12,15.09
11081,2010 05 04 12,0.0
11082,2010 05 05 12,0.0
11083,2010 05 06 12,0.0
11084,2010 05 07 12,0.0
11085,2010 05 08 12,0.0
11086,2010 05 09 12,0.0
11087,2010 05 10 12,0.0
11088,2010 05 11 12,0.0
11089,2010 05 12 12,0.0
11090,2010 05 13 12,0.0
11091,2010 05 14 12,0.0
11092,2010 05 15 12,0.0
11093,2010 05 16 12,5.96
11094,2010 05 17 12,25.56
11095,2010 05 18 12,0.0
11096,2010 05 19 12,0.0
11097,2010 05 20 12,0.0
11098,2010 05 21 12,9.52
11099,2010 05 22 12,0.0
11100,2010 05 23 12,0.0
11101,2010 05 24 12,0.0
11102,2010 05 25 12,19.03
11103,2010 05 26 12,6.13
11104,2010 05 27 12,0.0
11105,2010 05 28 12,0.0
11106,2010 05 29 12,0.0
11107,2010 05 30 12,9.16
11108,2010 05 31 12,3.6
11109,2010 06 01 12,0.0
11110,2010 06 02 12,14.91
11111,2010 06 03 12,0.0
11112,2010 06 04 12,22.01
11113,2010 06 05 12,20.4
11114,2010 06 06 12,11.96
11115,2010 06 07 12,3.13
11116,2010 06 08 12,3.76
11117,2010 06 09 12,0.0
11118,2010 06 10 12,0.0
11119,2010 06 11 12,0.0
11120,2010 06 12 12,2.75
11121,2010 06 13 12,0.0
11122,2010 06 14 12,0.0
11123,2010 06 15 12,0.0
11124,2010 06 16 12,3.54
11125,2010 06 17 12,0.0
11126,2010 06 18 12,0.0
11127,2010 06 19 12,4.75
11128,2010 06 20 12,7.47
11129,2010 06 21 12,0.0
11130,2010 06 22 12,0.0
11131,2010 06 23 12,23.7
11132,2010 06 24 12,3.61
11133,2010 06 25 12,0.0
11134,2010 06 26 12,0.0
11135,2010 06 27 12,0.0
11136,2010 06 28 12,1.18
11137,2010 06 29 12,7.53
11138,2010 06 30 12,9.08
11139,2010 07 01 12,18.62
11140,2010 07 02 12,10.66
11141,2010 07 03 12,0.0
11142,2010 07 04 12,0.0
11143,2010 07 05 12,0.0
11144,2010 07 06 12,20.82
11145,2010 07 07 12,14.69
11146,2010 07 08 12,3.27
11147,2010 07 09 12,0.0
11148,2010 07 10 12,4.58
11149,2010 07 11 12,3.76
11150,2010 07 12 12,0.0
11151,2010 07 13 12,0.0
11152,2010 07 14 12,0.0
11153,2010 07 15 12,0.0
11154,2010 07 16 12,0.0
11155,2010 07 17 12,0.0
11156,2010 07 18 12,2.88
11157,2010 07 19 12,19.89
11158,2010 07 20 12,0.0
11159,2010 07 21 12,0.0
11160,2010 07 22 12,0.0
11161,2010 07 23 12,0.0
11162,2010 07 24 12,0.13
11163,2010 07 25 12,33.57
11164,2010 07 26 12,10.28
11165,2010 07 27 12,18.53
11166,2010 07 28 12,12.98
11167,2010 07 29 12,0.0
11168,2010 07 30 12,0.0
11169,2010 07 31 12,0.0
11170,2010 08 01 12,0.0
11171,2010 08 02 12,0.0
11172,2010 08 03 12,0.0
11173,2010 08 04 12,0.0
11174,2010 08 05 12,12.56
11175,2010 08 06 12,23.67
11176,2010 08 07 12,0.0
11177,2010 08 08 12,0.0
11178,2010 08 09 12,0.0
11179,2010 08 10 12,13.8
11180,2010 08 11 12,4.91
11181,2010 08 12 12,0.0
11182,2010 08 13 12,4.45
11183,2010 08 14 12,32.25
11184,2010 08 15 12,6.45
11185,2010 08 16 12,6.53
11186,2010 08 17 12,10.85
11187,2010 08 18 12,20.8
11188,2010 08 19 12,3.42
11189,2010 08 20 12,28.07
11190,2010 08 21 12,12.72
11191,2010 08 22 12,0.0
11192,2010 08 23 12,23.34
11193,2010 08 24 12,8.99
11194,2010 08 25 12,0.0
11195,2010 08 26 12,0.0
11196,2010 08 27 12,0.0
11197,2010 08 28 12,6.96
11198,2010 08 29 12,25.66
11199,2010 08 30 12,21.8
11200,2010 08 31 12,8.36
11201,2010 09 01 12,3.1
11202,2010 09 02 12,0.45
11203,2010 09 03 12,0.0
11204,2010 09 04 12,0.0
11205,2010 09 05 12,0.0
11206,2010 09 06 12,0.0
11207,2010 09 07 12,0.0
11208,2010 09 08 12,0.0
11209,2010 09 09 12,0.0
11210,2010 09 10 12,0.0
11211,2010 09 11 12,0.0
11212,2010 09 12 12,0.0
11213,2010 09 13 12,0.0
11214,2010 09 14 12,0.0
11215,2010 09 15 12,0.0
11216,2010 09 16 12,0.0
11217,2010 09 17 12,0.0
11218,2010 09 18 12,0.0
11219,2010 09 19 12,0.0
11220,2010 09 20 12,0.0
11221,2010 09 21 12,0.0
11222,2010 09 22 12,0.0
11223,2010 09 23 12,0.0
11224,2010 09 24 12,0.0
11225,2010 09 25 12,2.61
11226,2010 09 26 12,8.4
11227,2010 09 27 12,3.7
11228,2010 09 28 12,0.0
11229,2010 09 29 12,0.0
11230,2010 09 30 12,0.0
11231,2010 10 01 12,0.0
11232,2010 10 02 12,0.0
11233,2010 10 03 12,0.0
11234,2010 10 04 12,0.0
11235,2010 10 05 12,0.0
11236,2010 10 06 12,0.0
11237,2010 10 07 12,0.0
11238,2010 10 08 12,0.0
11239,2010 10 09 12,0.0
11240,2010 10 10 12,0.0
11241,2010 10 11 12,0.0
11242,2010 10 12 12,2.77
11243,2010 10 13 12,2.72
11244,2010 10 14 12,0.0
11245,2010 10 15 12,0.0
11246,2010 10 16 12,0.0
11247,2010 10 17 12,0.0
11248,2010 10 18 12,0.0
11249,2010 10 19 12,0.0
11250,2010 10 20 12,14.7
11251,2010 10 21 12,4.54
11252,2010 10 22 12,0.0
11253,2010 10 23 12,0.0
11254,2010 10 24 12,0.0
11255,2010 10 25 12,0.01
11256,2010 10 26 12,0.0
11257,2010 10 27 12,4.81
11258,2010 10 28 12,3.69
11259,2010 10 29 12,0.0
11260,2010 10 30 12,0.0
11261,2010 10 31 12,0.0
11262,2010 11 01 12,0.0
11263,2010 11 02 12,5.8
11264,2010 11 03 12,24.35
11265,2010 11 04 12,0.45
11266,2010 11 05 12,0.0
11267,2010 11 06 12,0.0
11268,2010 11 07 12,0.0
11269,2010 11 08 12,0.0
11270,2010 11 09 12,0.0
11271,2010 11 10 12,0.0
11272,2010 11 11 12,0.0
11273,2010 11 12 12,0.0
11274,2010 11 13 12,0.0
11275,2010 11 14 12,0.0
11276,2010 11 15 12,18.67
11277,2010 11 16 12,18.59
11278,2010 11 17 12,0.0
11279,2010 11 18 12,0.0
11280,2010 11 19 12,0.0
11281,2010 11 20 12,0.0
11282,2010 11 21 12,0.0
11283,2010 11 22 12,0.0
11284,2010 11 23 12,0.0
11285,2010 11 24 12,0.0
11286,2010 11 25 12,0.0
11287,2010 11 26 12,18.26
11288,2010 11 27 12,16.97
11289,2010 11 28 12,0.0
11290,2010 11 29 12,1.79
11291,2010 11 30 12,15.09
11292,2010 12 01 12,9.89
11293,2010 12 02 12,0.0
11294,2010 12 03 12,0.0
11295,2010 12 04 12,0.0
11296,2010 12 05 12,0.0
11297,2010 12 06 12,0.0
11298,2010 12 07 12,0.0
11299,2010 12 08 12,0.0
11300,2010 12 09 12,0.0
11301,2010 12 10 12,0.0
11302,2010 12 11 12,0.0
11303,2010 12 12 12,10.71
11304,2010 12 13 12,0.0
11305,2010 12 14 12,0.0
11306,2010 12 15 12,0.0
11307,2010 12 16 12,0.0
11308,2010 12 17 12,0.0
11309,2010 12 18 12,0.0
11310,2010 12 19 12,0.0
11311,2010 12 20 12,0.0
11312,2010 12 21 12,0.0
11313,2010 12 22 12,0.0
11314,2010 12 23 12,0.0
11315,2010 12 24 12,0.0
11316,2010 12 25 12,7.23
11317,2010 12 26 12,0.28
11318,2010 12 27 12,0.0
11319,2010 12 28 12,0.0
11320,2010 12 29 12,0.0
11321,2010 12 30 12,38.76
11322,2010 12 31 12,0.0
11323,2011 01 01 12,10.9
11324,2011 01 02 12,2.0
11325,2011 01 03 12,0.0
11326,2011 01 04 12,0.0
11327,2011 01 05 12,19.38
11328,2011 01 06 12,0.0
11329,2011 01 07 12,0.0
11330,2011 01 08 12,0.0
11331,2011 01 09 12,0.0
11332,2011 01 10 12,12.21
11333,2011 01 11 12,0.0
11334,2011 01 12 12,0.0
11335,2011 01 13 12,0.0
11336,2011 01 14 12,0.0
11337,2011 01 15 12,0.0
11338,2011 01 16 12,0.0
11339,2011 01 17 12,0.0
11340,2011 01 18 12,0.0
11341,2011 01 19 12,20.78
11342,2011 01 20 12,0.0
11343,2011 01 21 12,5.3
11344,2011 01 22 12,0.0
11345,2011 01 23 12,0.0
11346,2011 01 24 12,0.0
11347,2011 01 25 12,20.16
11348,2011 01 26 12,0.02
11349,2011 01 27 12,0.0
11350,2011 01 28 12,0.0
11351,2011 01 29 12,0.0
11352,2011 01 30 12,0.0
11353,2011 01 31 12,11.02
11354,2011 02 01 12,0.0
11355,2011 02 02 12,19.0
11356,2011 02 03 12,1.79
11357,2011 02 04 12,15.25
11358,2011 02 05 12,16.14
11359,2011 02 06 12,0.0
11360,2011 02 07 12,2.65
11361,2011 02 08 12,0.0
11362,2011 02 09 12,0.0
11363,2011 02 10 12,10.2
11364,2011 02 11 12,0.0
11365,2011 02 12 12,0.0
11366,2011 02 13 12,0.0
11367,2011 02 14 12,0.0
11368,2011 02 15 12,0.0
11369,2011 02 16 12,0.0
11370,2011 02 17 12,0.0
11371,2011 02 18 12,0.0
11372,2011 02 19 12,0.0
11373,2011 02 20 12,0.0
11374,2011 02 21 12,0.0
11375,2011 02 22 12,0.0
11376,2011 02 23 12,0.0
11377,2011 02 24 12,0.0
11378,2011 02 25 12,10.87
11379,2011 02 26 12,0.0
11380,2011 02 27 12,0.0
11381,2011 02 28 12,0.0
11382,2011 03 01 12,0.0
11383,2011 03 02 12,0.0
11384,2011 03 03 12,0.0
11385,2011 03 04 12,0.0
11386,2011 03 05 12,82.74
11387,2011 03 06 12,32.55
11388,2011 03 07 12,0.0
11389,2011 03 08 12,3.92
11390,2011 03 09 12,36.62
11391,2011 03 10 12,0.0
11392,2011 03 11 12,0.0
11393,2011 03 12 12,0.0
11394,2011 03 13 12,0.0
11395,2011 03 14 12,0.0
11396,2011 03 15 12,7.42
11397,2011 03 16 12,0.0
11398,2011 03 17 12,0.0
11399,2011 03 18 12,0.0
11400,2011 03 19 12,0.0
11401,2011 03 20 12,0.0
11402,2011 03 21 12,0.0
11403,2011 03 22 12,0.0
11404,2011 03 23 12,0.0
11405,2011 03 24 12,0.0
11406,2011 03 25 12,0.0
11407,2011 03 26 12,0.0
11408,2011 03 27 12,0.0
11409,2011 03 28 12,0.0
11410,2011 03 29 12,0.0
11411,2011 03 30 12,24.43
11412,2011 03 31 12,0.23
11413,2011 04 01 12,0.0
11414,2011 04 02 12,0.0
11415,2011 04 03 12,0.0
11416,2011 04 04 12,0.0
11417,2011 04 05 12,14.15
11418,2011 04 06 12,0.0
11419,2011 04 07 12,0.0
11420,2011 04 08 12,0.0
11421,2011 04 09 12,0.0
11422,2011 04 10 12,0.0
11423,2011 04 11 12,0.0
11424,2011 04 12 12,2.5
11425,2011 04 13 12,0.0
11426,2011 04 14 12,0.0
11427,2011 04 15 12,0.0
11428,2011 04 16 12,8.9
11429,2011 04 17 12,0.0
11430,2011 04 18 12,0.0
11431,2011 04 19 12,0.0
11432,2011 04 20 12,0.0
11433,2011 04 21 12,0.0
11434,2011 04 22 12,0.0
11435,2011 04 23 12,0.0
11436,2011 04 24 12,0.0
11437,2011 04 25 12,0.0
11438,2011 04 26 12,7.14
11439,2011 04 27 12,4.1
11440,2011 04 28 12,0.0
11441,2011 04 29 12,0.0
11442,2011 04 30 12,0.0
11443,2011 05 01 12,0.0
11444,2011 05 02 12,0.0
11445,2011 05 03 12,0.0
11446,2011 05 04 12,2.38
11447,2011 05 05 12,0.0
11448,2011 05 06 12,0.0
11449,2011 05 07 12,0.0
11450,2011 05 08 12,0.0
11451,2011 05 09 12,0.0
11452,2011 05 10 12,0.0
11453,2011 05 11 12,0.0
11454,2011 05 12 12,0.0
11455,2011 05 13 12,0.0
11456,2011 05 14 12,9.44
11457,2011 05 15 12,0.0
11458,2011 05 16 12,0.0
11459,2011 05 17 12,0.0
11460,2011 05 18 12,0.0
11461,2011 05 19 12,0.0
11462,2011 05 20 12,0.0
11463,2011 05 21 12,0.0
11464,2011 05 22 12,0.0
11465,2011 05 23 12,0.0
11466,2011 05 24 12,0.0
11467,2011 05 25 12,0.0
11468,2011 05 26 12,10.09
11469,2011 05 27 12,21.57
11470,2011 05 28 12,0.0
11471,2011 05 29 12,0.0
11472,2011 05 30 12,0.0
11473,2011 05 31 12,0.0
11474,2011 06 01 12,0.0
11475,2011 06 02 12,0.0
11476,2011 06 03 12,0.0
11477,2011 06 04 12,0.0
11478,2011 06 05 12,0.0
11479,2011 06 06 12,0.01
11480,2011 06 07 12,7.06
11481,2011 06 08 12,6.38
11482,2011 06 09 12,7.85
11483,2011 06 10 12,7.74
11484,2011 06 11 12,16.42
11485,2011 06 12 12,6.41
11486,2011 06 13 12,18.05
11487,2011 06 14 12,0.0
11488,2011 06 15 12,0.0
11489,2011 06 16 12,0.0
11490,2011 06 17 12,0.0
11491,2011 06 18 12,0.0
11492,2011 06 19 12,0.0
11493,2011 06 20 12,0.0
11494,2011 06 21 12,3.08
11495,2011 06 22 12,24.54
11496,2011 06 23 12,25.43
11497,2011 06 24 12,3.68
11498,2011 06 25 12,0.0
11499,2011 06 26 12,0.0
11500,2011 06 27 12,0.0
11501,2011 06 28 12,0.0
11502,2011 06 29 12,11.1
11503,2011 06 30 12,0.0
11504,2011 07 01 12,0.0
11505,2011 07 02 12,0.0
11506,2011 07 03 12,0.0
11507,2011 07 04 12,0.0
11508,2011 07 05 12,0.0
11509,2011 07 06 12,18.2
11510,2011 07 07 12,14.1
11511,2011 07 08 12,0.0
11512,2011 07 09 12,0.0
11513,2011 07 10 12,0.0
11514,2011 07 11 12,0.0
11515,2011 07 12 12,18.12
11516,2011 07 13 12,12.8
11517,2011 07 14 12,3.0
11518,2011 07 15 12,16.74
11519,2011 07 16 12,18.22
11520,2011 07 17 12,16.67
11521,2011 07 18 12,17.33
11522,2011 07 19 12,2.95
11523,2011 07 20 12,0.0
11524,2011 07 21 12,0.0
11525,2011 07 22 12,0.0
11526,2011 07 23 12,0.0
11527,2011 07 24 12,4.28
11528,2011 07 25 12,38.66
11529,2011 07 26 12,15.73
11530,2011 07 27 12,18.82
11531,2011 07 28 12,9.07
11532,2011 07 29 12,4.87
11533,2011 07 30 12,0.0
11534,2011 07 31 12,0.0
11535,2011 08 01 12,3.0
11536,2011 08 02 12,4.89
11537,2011 08 03 12,0.0
11538,2011 08 04 12,0.0
11539,2011 08 05 12,0.0
11540,2011 08 06 12,0.02
11541,2011 08 07 12,0.0
11542,2011 08 08 12,0.0
11543,2011 08 09 12,0.0
11544,2011 08 10 12,0.0
11545,2011 08 11 12,0.0
11546,2011 08 12 12,0.0
11547,2011 08 13 12,0.0
11548,2011 08 14 12,2.22
11549,2011 08 15 12,0.0
11550,2011 08 16 12,0.0
11551,2011 08 17 12,0.0
11552,2011 08 18 12,0.0
11553,2011 08 19 12,0.0
11554,2011 08 20 12,0.0
11555,2011 08 21 12,0.0
11556,2011 08 22 12,0.0
11557,2011 08 23 12,0.0
11558,2011 08 24 12,3.04
11559,2011 08 25 12,0.0
11560,2011 08 26 12,0.0
11561,2011 08 27 12,0.0
11562,2011 08 28 12,0.0
11563,2011 08 29 12,0.0
11564,2011 08 30 12,0.0
11565,2011 08 31 12,0.0
11566,2011 09 01 12,0.0
11567,2011 09 02 12,0.0
11568,2011 09 03 12,60.07
11569,2011 09 04 12,72.9
11570,2011 09 05 12,69.89
11571,2011 09 06 12,0.0
11572,2011 09 07 12,0.0
11573,2011 09 08 12,0.0
11574,2011 09 09 12,0.0
11575,2011 09 10 12,0.0
11576,2011 09 11 12,0.0
11577,2011 09 12 12,0.0
11578,2011 09 13 12,0.0
11579,2011 09 14 12,0.0
11580,2011 09 15 12,0.0
11581,2011 09 16 12,0.0
11582,2011 09 17 12,0.0
11583,2011 09 18 12,0.0
11584,2011 09 19 12,3.72
11585,2011 09 20 12,9.43
11586,2011 09 21 12,0.0
11587,2011 09 22 12,0.0
11588,2011 09 23 12,8.85
11589,2011 09 24 12,0.0
11590,2011 09 25 12,0.0
11591,2011 09 26 12,0.0
11592,2011 09 27 12,0.0
11593,2011 09 28 12,0.0
11594,2011 09 29 12,46.97
11595,2011 09 30 12,0.0
11596,2011 10 01 12,0.0
11597,2011 10 02 12,0.0
11598,2011 10 03 12,0.0
11599,2011 10 04 12,0.0
11600,2011 10 05 12,0.0
11601,2011 10 06 12,0.0
11602,2011 10 07 12,0.0
11603,2011 10 08 12,0.0
11604,2011 10 09 12,0.0
11605,2011 10 10 12,0.0
11606,2011 10 11 12,0.0
11607,2011 10 12 12,0.0
11608,2011 10 13 12,4.04
11609,2011 10 14 12,0.0
11610,2011 10 15 12,0.0
11611,2011 10 16 12,0.0
11612,2011 10 17 12,0.0
11613,2011 10 18 12,0.0
11614,2011 10 19 12,1.56
11615,2011 10 20 12,0.0
11616,2011 10 21 12,0.0
11617,2011 10 22 12,0.0
11618,2011 10 23 12,0.0
11619,2011 10 24 12,0.38
11620,2011 10 25 12,0.0
11621,2011 10 26 12,0.0
11622,2011 10 27 12,0.0
11623,2011 10 28 12,0.0
11624,2011 10 29 12,0.99
11625,2011 10 30 12,0.0
11626,2011 10 31 12,0.0
11627,2011 11 01 12,0.0
11628,2011 11 02 12,0.0
11629,2011 11 03 12,0.27
11630,2011 11 04 12,2.93
11631,2011 11 05 12,0.0
11632,2011 11 06 12,0.0
11633,2011 11 07 12,0.0
11634,2011 11 08 12,0.0
11635,2011 11 09 12,9.53
11636,2011 11 10 12,4.68
11637,2011 11 11 12,0.0
11638,2011 11 12 12,0.0
11639,2011 11 13 12,0.0
11640,2011 11 14 12,0.0
11641,2011 11 15 12,0.61
11642,2011 11 16 12,8.64
11643,2011 11 17 12,0.0
11644,2011 11 18 12,0.0
11645,2011 11 19 12,0.0
11646,2011 11 20 12,0.0
11647,2011 11 21 12,0.0
11648,2011 11 22 12,0.0
11649,2011 11 23 12,6.38
11650,2011 11 24 12,0.0
11651,2011 11 25 12,0.0
11652,2011 11 26 12,0.0
11653,2011 11 27 12,16.84
11654,2011 11 28 12,2.67
11655,2011 11 29 12,0.05
11656,2011 11 30 12,0.0
11657,2011 12 01 12,0.0
11658,2011 12 02 12,0.0
11659,2011 12 03 12,0.0
11660,2011 12 04 12,0.0
11661,2011 12 05 12,0.0
11662,2011 12 06 12,2.22
11663,2011 12 07 12,11.26
11664,2011 12 08 12,0.0
11665,2011 12 09 12,0.0
11666,2011 12 10 12,0.0
11667,2011 12 11 12,0.0
11668,2011 12 12 12,0.0
11669,2011 12 13 12,0.0
11670,2011 12 14 12,0.0
11671,2011 12 15 12,0.0
11672,2011 12 16 12,5.79
11673,2011 12 17 12,2.47
11674,2011 12 18 12,0.0
11675,2011 12 19 12,0.0
11676,2011 12 20 12,0.0
11677,2011 12 21 12,11.18
11678,2011 12 22 12,0.0
11679,2011 12 23 12,23.06
11680,2011 12 24 12,0.0
11681,2011 12 25 12,16.64
11682,2011 12 26 12,15.39
11683,2011 12 27 12,36.84
11684,2011 12 28 12,0.0
11685,2011 12 29 12,0.0
11686,2011 12 30 12,0.0
11687,2011 12 31 12,0.0
11688,2012 01 01 12,0.0
11689,2012 01 02 12,0.0
11690,2012 01 03 12,0.0
11691,2012 01 04 12,0.0
11692,2012 01 05 12,0.0
11693,2012 01 06 12,0.0
11694,2012 01 07 12,0.0
11695,2012 01 08 12,0.0
11696,2012 01 09 12,0.0
11697,2012 01 10 12,11.84
11698,2012 01 11 12,0.0
11699,2012 01 12 12,0.0
11700,2012 01 13 12,0.0
11701,2012 01 14 12,0.0
11702,2012 01 15 12,0.0
11703,2012 01 16 12,0.0
11704,2012 01 17 12,0.0
11705,2012 01 18 12,24.25
11706,2012 01 19 12,0.0
11707,2012 01 20 12,0.0
11708,2012 01 21 12,0.0
11709,2012 01 22 12,0.0
11710,2012 01 23 12,8.55
11711,2012 01 24 12,0.0
11712,2012 01 25 12,4.76
11713,2012 01 26 12,29.13
11714,2012 01 27 12,2.23
11715,2012 01 28 12,0.0
11716,2012 01 29 12,0.0
11717,2012 01 30 12,0.0
11718,2012 01 31 12,0.0
11719,2012 02 01 12,20.79
11720,2012 02 02 12,28.22
11721,2012 02 03 12,4.8
11722,2012 02 04 12,0.0
11723,2012 02 05 12,13.72
11724,2012 02 06 12,0.0
11725,2012 02 07 12,0.0
11726,2012 02 08 12,0.0
11727,2012 02 09 12,0.0
11728,2012 02 10 12,0.14
11729,2012 02 11 12,9.59
11730,2012 02 12 12,0.0
11731,2012 02 13 12,0.0
11732,2012 02 14 12,9.55
11733,2012 02 15 12,0.0
11734,2012 02 16 12,29.2
11735,2012 02 17 12,0.0
11736,2012 02 18 12,18.2
11737,2012 02 19 12,63.92
11738,2012 02 20 12,0.0
11739,2012 02 21 12,0.0
11740,2012 02 22 12,0.0
11741,2012 02 23 12,0.0
11742,2012 02 24 12,0.0
11743,2012 02 25 12,0.0
11744,2012 02 26 12,0.0
11745,2012 02 27 12,0.0
11746,2012 02 28 12,3.14
11747,2012 02 29 12,0.0
11748,2012 03 01 12,0.09
11749,2012 03 02 12,0.0
11750,2012 03 03 12,8.57
11751,2012 03 04 12,0.5
11752,2012 03 05 12,0.0
11753,2012 03 06 12,0.0
11754,2012 03 07 12,0.0
11755,2012 03 08 12,0.0
11756,2012 03 09 12,17.93
11757,2012 03 10 12,9.74
11758,2012 03 11 12,0.0
11759,2012 03 12 12,18.62
11760,2012 03 13 12,2.87
11761,2012 03 14 12,0.0
11762,2012 03 15 12,0.0
11763,2012 03 16 12,0.0
11764,2012 03 17 12,0.0
11765,2012 03 18 12,0.0
11766,2012 03 19 12,0.0
11767,2012 03 20 12,0.0
11768,2012 03 21 12,12.8
11769,2012 03 22 12,84.53
11770,2012 03 23 12,38.55
11771,2012 03 24 12,0.0
11772,2012 03 25 12,0.0
11773,2012 03 26 12,0.0
11774,2012 03 27 12,0.0
11775,2012 03 28 12,0.0
11776,2012 03 29 12,0.0
11777,2012 03 30 12,0.0
11778,2012 03 31 12,0.0
11779,2012 04 01 12,0.0
11780,2012 04 02 12,0.0
11781,2012 04 03 12,26.09
11782,2012 04 04 12,25.45
11783,2012 04 05 12,14.73
11784,2012 04 06 12,0.0
11785,2012 04 07 12,0.0
11786,2012 04 08 12,0.0
11787,2012 04 09 12,0.0
11788,2012 04 10 12,0.0
11789,2012 04 11 12,0.0
11790,2012 04 12 12,40.93
11791,2012 04 13 12,0.0
11792,2012 04 14 12,0.0
11793,2012 04 15 12,0.0
11794,2012 04 16 12,0.0
11795,2012 04 17 12,22.22
11796,2012 04 18 12,18.19
11797,2012 04 19 12,0.0
11798,2012 04 20 12,0.0
11799,2012 04 21 12,0.0
11800,2012 04 22 12,0.0
11801,2012 04 23 12,0.0
11802,2012 04 24 12,0.0
11803,2012 04 25 12,0.0
11804,2012 04 26 12,0.0
11805,2012 04 27 12,0.0
11806,2012 04 28 12,0.0
11807,2012 04 29 12,0.0
11808,2012 04 30 12,0.0
11809,2012 05 01 12,0.0
11810,2012 05 02 12,3.0
11811,2012 05 03 12,16.91
11812,2012 05 04 12,0.0
11813,2012 05 05 12,0.0
11814,2012 05 06 12,3.99
11815,2012 05 07 12,14.54
11816,2012 05 08 12,13.96
11817,2012 05 09 12,0.0
11818,2012 05 10 12,0.0
11819,2012 05 11 12,0.0
11820,2012 05 12 12,3.62
11821,2012 05 13 12,3.02
11822,2012 05 14 12,0.0
11823,2012 05 15 12,0.0
11824,2012 05 16 12,0.0
11825,2012 05 17 12,0.0
11826,2012 05 18 12,0.0
11827,2012 05 19 12,0.0
